DIST_NAME,AC_NAME,AC_TYPE,Name,Gender,Caste,Age,Party,Votes,POSITION,Polled,Electors,MLA.12,Party.12,,Match,cand,const,party,Criminal Case ,Education ,Total Assets,ser,ABBAS AHAMADMariyahu,Abbas AhmadMARIYAHU
Pratapgarh,Vishwanathganj,GEN,SANJAY PANDEY,M,GEN,37,INC,58541,2,196702,380507,RAJA RAM,SP,SANJAY PANDEYVishwanathganj,Sanjay PandeyVISHWANATH GANJ,Sanjay Pandey,VISHWANATH GANJ,INC,0,Graduate Professional,74544740,NA,,
Deoria,Rampur Karkhana,GEN,SANJAY KUSHWAHA,M,GEN,46,NCP,532,13,192384,328341,CHOUDHARI FASIHA BASHIR ALIAS GAJALA LARI,SP,SANJAY KUSHWAHARampur Karkhana,Sanjay KushwahaRAMPUR KARKHANA,Sanjay Kushwaha,RAMPUR KARKHANA,NCP,1,12th Pass,2659000,1,,
Firozabad,Shikohabad,GEN,SANJAY KUMAR,M,GEN,43,SP,77074,2,214769,324838,OM PRAKASH VERMA,SP,SANJAY KUMARShikohabad,Sanjay KumarSHIKOHABAD,Sanjay Kumar,SHIKOHABAD,SP,1,Doctorate,20731497,NA,,
Muzaffarnagar,Muzaffar Nagar,GEN,SANJAY KUMAR,M,GEN,44,BJD(T),52,16,215602,334332,CHITRANJAN SWAROOP,SP,SANJAY KUMARMuzaffar Nagar,Sanjay KumarMUZAFFAR NAGAR,Sanjay Kumar,MUZAFFAR NAGAR,Bharat Janta Dal (Tughlaq),0,Not Given,67000,NA,,
Gorakhpur,Gorakhpur Rural,GEN,SANJAY KUMAR,M,GEN,53,NINSHAD,34901,3,236018,394353,VIJAY BAHADUR YADAVA,BJP,SANJAY KUMARGorakhpur Rural,Sanjay KumarGORAKHPUR RURAL,Sanjay Kumar,GORAKHPUR RURAL,Nirbal Indian Shoshit Hamara Aam Dal,0,12th Pass,5029663,NA,,
Gautam Buddha Nagar,Dadri,GEN,SANJAY KUMAR,M,GEN,44,SHS,300,15,265298,441229,SATVEER SINGH GURJAR,BSP,SANJAY KUMARDadri,Sanjay KumarDADRI,Sanjay Kumar,DADRI,SHS,0,8th Pass,1028000,NA,,
Kaushambi,Chail,GEN,SANJAY KUMAR,M,GEN,42,BJP,85713,1,203375,365347,MOHD ASHIF JAFRI,BSP,SANJAY KUMARChail,Sanjay KumarCHAIL,Sanjay Kumar,CHAIL,BJP,0,Post Graduate,275209590,NA,,
Ballia,Bansdih,GEN,SANJAY KUMAR SINGH,M,GEN,35,BJKD,1244,9,209969,385426,RAM GOVIND,SP,SANJAY KUMAR SINGHBansdih,Sanjay Kumar SinghBANSDIH,Sanjay Kumar Singh,BANSDIH,Bharatiya Jan Kranti Dal (Democratic),1,Not Given,31541003,1,,
Kanpur Nagar,Sishamau,GEN,SANJAY KUMAR ALIAS SANJAY CHAK,M,SC,41,BPA,120,9,154265,272294,HAJI IRFAN SOLANKI,SP,SANJAY KUMAR ALIAS SANJAY CHAKSishamau,Sanjay Kumar Alias Sanjay ChakSISHAMAU,Sanjay Kumar Alias Sanjay Chak,SISHAMAU,Bahujan Party,0,Literate,3103478,NA,,
Rampur,Bilaspur,GEN,SANJAY KAPOOR,M,GEN,54,INC,76741,2,223763,331650,SANJAY KAPOOR,INC,SANJAY KAPOORBilaspur,Sanjay KapoorBILASPUR,Sanjay Kapoor,BILASPUR,INC,1,Graduate Professional,61282000,NA,,
Saharanpur,Saharanpur Nagar,GEN,SANJAY GARG,M,GEN,59,SP,127210,1,272524,393564,RAGHAV LAKHANPAL,BJP,SANJAY GARGSaharanpur Nagar,Sanjay GargSAHARANPUR NAGAR,Sanjay Garg,SAHARANPUR NAGAR,SP,0,Graduate Professional,74937760,NA,,
Varanasi,Varanasi Cantt.,GEN,SANJAY BAJAJ,M,GEN,48,NJaP,288,14,227611,412316,JYOTSANA SRIVASTAVA,BJP,SANJAY BAJAJVaranasi Cantt.,Sanjay BajajVARANASI CANTT.,Sanjay Bajaj,VARANASI CANTT.,Nav Jankranti Party,0,10th Pass,164540,NA,,
Jaunpur,Kerakat S.C.,SC,SANJAI KUMAR SAROJ,M,SC,33,SP,68819,2,227160,388528,GULAB CHAND,SP,SANJAI KUMAR SAROJKerakat S.C.,Sanjai Kumar SarojKERAKAT ,Sanjai Kumar Saroj,KERAKAT ,SP,0,Graduate,4339131,NA,PADAMRAG SINGH YADAVSawaijpur,Padamrag Singh YadavSAWAYAZPUR
Ballia,Phephana,GEN,SANGRAM SINGH YADAV,M,GEN,66,SP,50016,3,178708,314893,UPENDRA TIWARI,BJP,SANGRAM SINGH YADAVPhephana,Sangram SinghPHEPHANA,Sangram Singh,PHEPHANA,SP,0,Graduate Professional,18260109,NA,SHIVSHANKARBansdih,Shiv ShankarLAMBHUA
Varanasi,Rohaniya,GEN,SEWARAM SINGH,M,GEN,58,SSD,475,13,233784,379258,ANUPRIYA PATEL,AD,SEWARAM SINGHRohaniya,SangitaROHANIYA,Sangita,ROHANIYA,Moulik Adhikar Party,0,Graduate,4444845,NA,TEJSINGH VARMAChail,Tej Singh VermaCHAIL
Azamgarh,Mehnagar ,SC,SANGITA,F,SC,45,PMhP,803,11,202136,386952,BRIJ LAL SONKAR,SP,SANGITAMehnagar ,SangitaMEHNAGAR ,Sangita,MEHNAGAR ,Pichhravarg Mahapanchayat Party,0,Graduate,799450,NA,,
Sitapur,Biswan,GEN,SANGEETA SHARMA,F,GEN,33,BSRD,789,8,228075,317171,RAMPAL YADAV,SP,SANGEETA SHARMABiswan,Sangita SharmaBISWAN,Sangita Sharma,BISWAN,Bharatiya Subhash Sena,0,Graduate,190000,NA,GANESH SHANKER PANDEYPaniyara,Ganesh Shankar PandeyPANIYRA
Kaushambi,Sirathu,GEN,SANGITA DEVI,F,SC,30,SWAJANPA,1181,10,196202,350708,KESHAV PRASAD,BJP,SANGITA DEVISirathu,Sangita DeviSIRATHU,Sangita Devi,SIRATHU,Swatantra Jantaraj Party,0,Post Graduate,2216610,NA,,
Ghazipur,Ghazipur,GEN,SANGEETA,F,GEN,39,BJP,92090,1,213646,338759,VIJAY KUMAR MISHRA,SP,SANGEETAGhazipur,SangeetaGHAZIPUR,Sangeeta,GHAZIPUR,BJP,0,Doctorate,5471103,NA,,
Ambedkar Nagar,Alapur ,SC,SANGEETA,F,SC,40,SP,59853,2,197802,323508,BHEEM PRASAD SONKAR,SP,SANGEETAAlapur ,SangeetaALAPUR ,Sangeeta,ALAPUR ,SP,0,8th Pass,3446505,NA,,
Gorakhpur,Chauri-Chaura,GEN,SANGEETA YADAV,F,GEN,35,BJP,87863,1,193809,339854,JAY PRAKASH,BSP,SANGEETA YADAVChauri-Chaura,Sangeeta YadavCHAURI-CHAURA,Sangeeta Yadav,CHAURI-CHAURA,BJP,0,Graduate Professional,14058554,NA,,
Meerut,Sardhana,GEN,SANGEET SINGH SOM,M,GEN,37,BJP,97921,1,239266,333064,SANGEET SINGH SOM,BJP,SANGEET SINGH SOMSardhana,Sangeet Singh SomSARDHANA,Sangeet Singh Som,SARDHANA,BJP,5,12th Pass,310656322,1,,
Pratapgarh,Pratapgarh,GEN,SANGAM LAL GUPTA,M,GEN,45,ADAL,80828,1,185291,330831,"NAGENDRA SINGH ""MUNNA YADAV""",SP,SANGAM LAL GUPTAPratapgarh,Sangam Lal GuptaPRATAPGARH,Sangam Lal Gupta,PRATAPGARH,Apna Dal (Soneylal),1,8th Pass,230298400,1,,
Azamgarh,Lalganj,SC,SANDEEP,M,SC,40,MHD,573,7,203650,383486,BECHAI,SP,SANDEEPLalganj,SandeepLALGANJ ,Sandeep,LALGANJ ,Mahamukti Dal,0,12th Pass,180000,NA,PURNENDU TIWARI URF P.D.TIWARIBarhaj,Purnendu TiwariBARHAJ
Shamli,Kairana,GEN,SANDEEP,M,GEN,28,BMUP,250,12,209165,300659,HUKUM SINGH,BJP,SANDEEPKairana,SandeepKAIRANA,Sandeep,KAIRANA,Bahujan Mukti Party,0,Graduate,57000,NA,,
Jaunpur,Malhani,GEN,SANDEEP PANDEY,M,GEN,30,MAHAD,1133,6,207665,345857,PARAS NATH YADAW,SP,SANDEEP PANDEYMalhani,Sandeep PandeyMALHANI,Sandeep Pandey,MALHANI,Mahakranti Dal,1,Graduate,1515000,NA,,
Barabanki,Rudauli,GEN,SANDEEP KUMAR,M,SC,30,MADP,747,21,210250,336229,RAM CHANDRA YADAV,BJP,SANDEEP KUMARRudauli,Sandeep KumarRUDAULI,Sandeep Kumar,RUDAULI,Moulik Adhikar Party,0,5th Pass,144000,NA,,
Faizabad,Rudauli,GEN,SANDEEP KUMAR,M,SC,30,MADP,747,22,210250,336229,RAM CHANDRA YADAV,BJP,SANDEEP KUMARRudauli,Sandeep KumarRUDAULI,Sandeep Kumar,RUDAULI,Moulik Adhikar Party,0,5th Pass,144000,NA,,
Muzaffarnagar,Meerapur,GEN,SANDEEP KUMAR,M,GEN,29,NINSHAD,474,6,204424,294158,JAMIL AHMAD QASMI,BSP,SANDEEP KUMARMeerapur,Sandeep KumarMEERAPUR,Sandeep Kumar,MEERAPUR,Nirbal Indian Shoshit Hamara Aam Dal,0,12th Pass,140000,NA,,
Kanpur Nagar,KIDWAI NAGAR,GEN,SANDEEP KUMAR,M,GEN,29,BSP,13273,3,205134,354693,AJAY KAPOOR,INC,SANDEEP KUMARKIDWAI NAGAR,Sandeep KumarKIDWAI NAGAR,Sandeep Kumar,KIDWAI NAGAR,BSP,1,Post Graduate,81926320,1,,
Aligarh,Atrauli,GEN,SANDEEP KUMAR SINGH,M,GEN,26,BJP,115397,1,232591,382530,VIRESH YADAV,SP,SANDEEP KUMAR SINGHAtrauli,Sandeep Kumar SinghATRAULI,Sandeep Kumar Singh,ATRAULI,BJP,0,Post Graduate,14293695,NA,,
Sultanpur,Sadar,GEN,SANATYA KUMAR URF BABLOO,M,GEN,42,NINSHAD,10994,4,189283,324237,ARUN KUMAR,SP,SANATYA KUMAR URF BABLOOSadar,Sanatya KumarSADAR,Sanatya Kumar,SADAR,Nirbal Indian Shoshit Hamara Aam Dal,2,Post Graduate,8127000,1,UMASHANKARMilkipur ,Uma ShankarMILKIPUR 
Ballia,Rasara,GEN,SANATAN PANDEY,M,GEN,58,SP,37006,3,193193,335654,UMASHANKAR,BSP,SANATAN PANDEYRasara,SanatanRASARA,Sanatan,RASARA,SP,0,Others,21826000,NA,SURESH SAINIBilari,Suresh ChandraBILARI
Bijnor,Najibabad,GEN,SAMPURNANAND PANDEY,M,GEN,42,SAMSAMPA,447,9,215996,329566,TASLEEM,BSP,SAMPURNANAND PANDEYNajibabad,Sampurnanand PandeyNAJIBABAD,Sampurnanand Pandey,NAJIBABAD,Sampoorna Samaj Party,0,10th Pass,950000,NA,,
Chitrakoot,Manikpur,GEN,SAMPAT PAL,F,GEN,44,INC,40524,2,194632,325694,CHANDRABHAN SINGH PATEL,BSP,SAMPAT PALManikpur,Sampat PalMANIKPUR,Sampat Pal,MANIKPUR,INC,3,Literate,12103000,1,,
Bijnor,Barhapur,GEN,SAMLESH SAINI,F,GEN,58,BLSP,277,20,222158,338100,MOHD.GHAZI,BSP,SAMLESH SAINIBarhapur,Samlesh SainiBARHAPUR,Samlesh Saini,BARHAPUR,Rashtriya Lok Samta Party,0,5th Pass,4685467,NA,,
Gautam Buddha Nagar,Dadri,GEN,SAMIR BHATI,M,GEN,51,INC,39975,3,265298,441229,SATVEER SINGH GURJAR,BSP,SAMIR BHATIDadri,Samir BhatiDADRI,Samir Bhati,DADRI,INC,1,Graduate Professional,26194955,1,,
Fatehpur,Fatehpur   ,GEN,SAMEER TRIVEDI,M,GEN,34,BSP,35548,3,195389,332514,SHED QASIM HASAN,SP,SAMEER TRIVEDIFatehpur   ,Sameer TrivediFATEHPUR,Sameer Trivedi,FATEHPUR,BSP,0,Graduate,40785187,NA,KAILASH NATH PRAJAPATIRobertsganj,Kailash NathROBERTSGANJ
Maharajganj,Nautanwa,GEN,SAMEER TRIPATHI,M,GEN,39,BJP,45050,3,215006,349621,KAUSHAL KISHOR,INC,SAMEER TRIPATHINautanwa,Sameer TripathiNAUTANWA,Sameer Tripathi,NAUTANWA,BJP,0,12th Pass,25049968,NA,,
Unnao,Safipur ,SC,SAMAR PRABHAKAR,M,SC,48,JANADIP,990,7,197229,327844,SUDHIR KUMAR,SP,SAMAR PRABHAKARSafipur ,Samar PrabhakarSAFIPUR ,Samar Prabhakar,SAFIPUR ,Jan Adhikar Party,0,Graduate,110000,NA,,
Allahabad,Allahabad South,GEN,SAMAR BAHADUR SHARMA,M,GEN,47,PGSP,168,19,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,SAMAR BAHADUR SHARMAAllahabad South,Samar Bahadur SharmaALLAHABAD SOUTH,Samar Bahadur Sharma,ALLAHABAD SOUTH,Pragatisheel Samaj Party,0,12th Pass,321890,NA,,
Muzaffarnagar,Charthawal,GEN,SALMAN ZAIDI,M,GEN,40,RLD,14442,4,206982,314338,NOOR SALEEM RANA,BSP,SALMAN ZAIDICharthawal,Salman ZaidiCHARTHAWAL,Salman Zaidi,CHARTHAWAL,RLD,0,8th Pass,70026729,NA,,
Barabanki,Rudauli,GEN,SALIMAN,F,GEN,52,HAPa,429,29,210250,336229,RAM CHANDRA YADAV,BJP,SALIMANRudauli,SalimanRUDAULI,Saliman,RUDAULI,Hamari Apni Party,0,Illiterate,30000,NA,,
Faizabad,Rudauli,GEN,SALIMAN,F,GEN,52,HAPa,429,30,210250,336229,RAM CHANDRA YADAV,BJP,SALIMANRudauli,SalimanRUDAULI,Saliman,RUDAULI,Hamari Apni Party,0,Illiterate,30000,NA,,
Kanpur Nagar,Arya Nagar,GEN,SALIL VISHNOI,M,GEN,61,BJP,65270,2,147544,279098,SALIL VISHNOI,BJP,SALIL VISHNOIArya Nagar,Salil VishnoiARYA NAGAR,Salil Vishnoi,ARYA NAGAR,BJP,0,Graduate Professional,32382770,NA,,
Basti,Harraiya,GEN,SALIKRAM MAURYA,M,GEN,52,JANADIP,524,12,214721,368897,RAJKISHOR SINGH,SP,SALIKRAM MAURYAHarraiya,SalikramHARRAIYA,Salikram,HARRAIYA,Jan Adhikar Party,0,Graduate Professional,563000,NA,MANOJ KUMAR SINGHRohaniya,Manoj KumarROHANIYA
Kasganj,Amanpur,GEN,SALIKRAM,M,GEN,64,CPM,885,6,183830,292812,MAMTESH,BSP,SALIKRAMAmanpur,SalikramAMANPUR,Salikram,AMANPUR,CPI(M),0,12th Pass,924215,NA,,
Amroha,Amroha,GEN,SALEEM KHAN,M,GEN,49,RLD,14132,4,201398,292320,MEHBOOB ALI,SP,SALEEM KHANAmroha,Saleem KhanAMROHA,Saleem Khan,AMROHA,RLD,0,Graduate Professional,57996910,NA,,
Barabanki,Kursi,GEN,SAKENDRA PRATAP VERMA,M,GEN,56,BJP,108403,1,262790,374654,FAREED MAHFOOJ KIDWAI,SP,SAKENDRA PRATAP VERMAKursi,Sakendra Pratap VermaKURSI,Sakendra Pratap Verma,KURSI,BJP,0,Post Graduate,5557037,NA,,
Saharanpur,Behat,GEN,SAKEEM KHAN,M,GEN,42,BMUP,425,13,252563,336576,MAHAVEER SINGH RANA,BSP,SAKEEM KHANBehat,Sakeem KhanBEHAT,Sakeem Khan,BEHAT,Bahujan Mukti Party,0,Literate,15768000,NA,,
Balrampur,Gainsari,GEN,SAJJAD HUSAIN,M,GEN,34,RLD,1154,9,196112,349774,DR. SHIV PRATAP YADAV,SP,SAJJAD HUSAINGainsari,Sajjad HusainGAINSARI,Sajjad Husain,GAINSARI,RLD,0,Graduate Professional,2421300,NA,,
Siddharthnagar,Doomariyaganj,GEN,SAIYADA KHATOON,F,GEN,43,BSP,67056,2,201616,394351,KAMAL YUSUF MALIK,PECP,SAIYADA KHATOONDoomariyaganj,Saiyada KhatoonDOMARIYAGANJ,Saiyada Khatoon,DOMARIYAGANJ,BSP,0,Post Graduate,18868594,NA,JAGDISH SONKARMachhlishahr S.C.,Jagdish SonkarMACHHLISHAHR 
Kheri,PALIA,GEN,SAIF ALI NAQVI,M,GEN,36,INC,48841,2,231833,340784,HARVINDAR KUMAR SAHANI ALIAS ROMI SAHANI,BSP,SAIF ALI NAQVIPALIA,Saif Ali NaqviPALIA,Saif Ali Naqvi,PALIA,INC,0,Post Graduate,5594176,NA,,
Shamli,Kairana,GEN,SAHENDRA PAL,M,GEN,38,BaVaP,290,11,209165,300659,HUKUM SINGH,BJP,SAHENDRA PALKairana,Sahendra PalKAIRANA,Sahendra Pal,KAIRANA,Bhartiya Vanchitsamaj Party,0,Literate,381000,NA,,
Baghpat,Chhaprauli,GEN,SAHENDER SINGH RAMALA,M,GEN,53,RLD,65124,1,200181,317978,VIR PAL,RLD,SAHENDER SINGH RAMALAChhaprauli,Sahender SinghCHHAPRAULI,Sahender Singh,CHHAPRAULI,RLD,0,12th Pass,380496393,NA,GUR DAYALDadraul,GurdayalDADRAUL
Hathras,Hathras ,SC,SAHAB SINGH,M,SC,48,ADRSP,257,14,238597,384610,GENDA LAL CHAUDHARY,BSP,SAHAB SINGHHathras ,Sahab SinghHATHRAS ,Sahab Singh,HATHRAS ,Adarsh Samaj Party,0,12th Pass,3471272,NA,,
Baghpat,Baraut,GEN,SAHAB SINGH,M,GEN,70,RLD,52941,2,185195,288052,LOKESH DIXIT,BSP,SAHAB SINGHBaraut,Sahab SinghBARAUT,Sahab Singh,BARAUT,RLD,2,Graduate,55117487,NA,,
Ghazipur,Mohammadabad,GEN,SAGIR,M,GEN,62,CPI(ML)(L),565,9,230215,394670,SIBGATULLA ANSARI,QED,SAGIRMohammadabad,SagirMOHAMMADABAD,Sagir,MOHAMMADABAD,CPI(ML)(L),0,Post Graduate,65000,NA,,
Aligarh,Chharra,GEN,SAGIR,M,GEN,47,BSP,53859,3,229011,360415,RAKESH KUMAR,SP,SAGIRChharra,SagirCHHARRA,Sagir,CHHARRA,BSP,2,12th Pass,64889869,1,,
Kaushambi,Sirathu,GEN,SAEEDURRAB,M,GEN,54,BSP,43782,3,196202,350708,KESHAV PRASAD,BJP,SAEEDURRABSirathu,Saeedur RabSIRATHU,Saeedur Rab,SIRATHU,BSP,0,Post Graduate,313350357,NA,,
Muzaffarnagar,Budhana,GEN,SAEEDA BEGAM,F,GEN,42,BSP,30034,3,241134,359140,NAWAZISH ALAM KHAN,SP,SAEEDA BEGAMBudhana,Saeeda BegamBUDHANA,Saeeda Begam,BUDHANA,BSP,0,Literate,106500556,NA,,
Maharajganj,Maharajganj ,SC,SADHU SHARAN,M,SC,46,BMUP,899,10,247240,386617,SUDAMA,SP,SADHU SHARANMaharajganj ,Sadhu SharanMAHARAJGANJ ,Sadhu Sharan,MAHARAJGANJ ,Bahujan Mukti Party,1,Post Graduate,106600,NA,,
Chandauli,Mughalsarai,GEN,SADHANA SINGH,F,GEN,42,BJP,87401,1,233006,376583,BABBAN,BSP,SADHANA SINGHMughalsarai,Sadhana SinghMUGHALSARAI,Sadhana Singh,MUGHALSARAI,BJP,7,Graduate,11223629,1,,
Jaunpur,Kerakat S.C.,SC,SADABRIJ,M,SC,47,MHD,1192,7,227160,388528,GULAB CHAND,SP,SADABRIJKerakat S.C.,SadabrijKERAKAT ,Sadabrij,KERAKAT ,Mahamukti Dal,0,Literate,136600,NA,OMKUMARNehtaur,Om KumarNEHTAUR 
Maharajganj,Nautanwa,GEN,SADA MOHAN UPADHYAY,M,GEN,52,RLD,2770,7,215006,349621,KAUSHAL KISHOR,INC,SADA MOHAN UPADHYAYNautanwa,Sada MohanNAUTANWA,Sada Mohan,NAUTANWA,RLD,0,Graduate,19200000,NA,SANJAY KUMARBabaganj,Ajay KumarKASGANJ
Budaun,Badaun,GEN,SACHIN PATHAK,M,GEN,25,pps,619,10,212751,353550,ABID RAZA KHAN,SP,SACHIN PATHAKBadaun,Sachin PathakBADAUN,Sachin Pathak,BADAUN,Prajashakti Party Samdarshi,0,Graduate Professional,321500,NA,,
Saharanpur,Saharanpur  ,GEN,SACHIN KUMAR,M,GEN,26,BHATARSP,220,12,237475,317413,JAGPAL,BSP,SACHIN KUMARSaharanpur  ,Sachin KumarSAHARANPUR,Sachin Kumar,SAHARANPUR,Bhartiya Tarak Samaj Party,0,12th Pass,35300,NA,VIJAY LAXMI CHAUDHARYShohratgarh,Vijay LaxmiSHOHRATGARH
Lucknow,LUCKNOW CANTT.,GEN,SACHCHIDANAND SRIVASTAVA,M,GEN,60,LSWP,183,12,187581,368311,JAGDISH SONKAR,SP,SACHCHIDANAND SRIVASTAVALUCKNOW CANTT.,Sachchidanand SrivastavaLUCKNOW CANTT.,Sachchidanand Srivastava,LUCKNOW CANTT.,Loktantrik Samajwadi Party,0,Others,3649656,NA,,
Rae Bareli,Rae Bareli,GEN,SABIR KHAN,M,GEN,29,SARP,368,14,207443,351324,AKHILESH KUMAR SINGH,PECP,SABIR KHANRae Bareli,Sabir KhanRAE BARELI,Sabir Khan,RAE BARELI,Samtawadi Republican Party,0,10th Pass,1612041,NA,,
Jaunpur,Badlapur,GEN,SABHAPATI,M,GEN,44,NINSHAD,15565,4,190673,312911,OM PRAKASH 'BABA' DUBEY,SP,SABHAPATIBadlapur,SabhapatiBADLAPUR,Sabhapati,BADLAPUR,Nirbal Indian Shoshit Hamara Aam Dal,11,12th Pass,4998953,1,,
Jaunpur,Mariyahu,GEN,SABHAJEET DOOBE,M,GEN,70,LD,710,12,180072,308120,SHRADDHA YADAV,SP,SABHAJEET DOOBEMariyahu,Sabhajit DoobeyMARIYAHU,Sabhajit Doobey,MARIYAHU,Lok Dal,0,Graduate,10573000,NA,RAM AVATARBilhaur,Ram AvatarBILHAUR 
Deoria,Bhatpar Rani,GEN,SABHAKUNWAR,M,GEN,62,BSP,44161,3,181490,315706,KAMESHWAR,SP,SABHAKUNWARBhatpar Rani,Sabha KunwarBHATPAR RANI,Sabha Kunwar,BHATPAR RANI,BSP,0,Post Graduate,4315207,NA,DINESH YADAV ALIAS DINESH KANTShahganj,Dinesh Yadav Urf Dinesh KantSHAHGANJ
Kheri,NIGHASAN,GEN,S.P.MISHRA ALIAS SATYAPRAKASH,M,GEN,46,KiSP,1300,8,222157,327486,AJAY,BJP,S.P.MISHRA ALIAS SATYAPRAKASHNIGHASAN,S.P.Mishra Urf SatyaprakashNIGHASAN,S.P.Mishra Urf Satyaprakash,NIGHASAN,Kisan Samaj Party(S),0,12th Pass,1056000,NA,SATISH KESHARWANI (BABA)Allahabad South,Satish KesharwaniALLAHABAD SOUTH
Lucknow,LUCKNOW CANTT.,GEN,S.P. SINGH,M,GEN,70,AdVP,190,11,187581,368311,JAGDISH SONKAR,SP,S.P. SINGHLUCKNOW CANTT.,S.P. SinghLUCKNOW CANTT.,S.P. Singh,LUCKNOW CANTT.,Adarsh Vyawastha Party,0,Graduate,33960448,NA,,
Baharaich,Bahraich,GEN,RUSTAM ALI SAIDA,M,GEN,69,NCP,1005,6,213388,357076,DR. WAQAR AHMAD SHAH,SP,RUSTAM ALI SAIDABahraich,Rustam Ali SaidaBAHARAICH,Rustam Ali Saida,BAHARAICH,NCP,0,Graduate,60023220,NA,BANSHI DHAR BAUDHBALHA (S.C.),Banshi Dhar BaudhBALHA 
Gorakhpur,Khajani ,SC,RUPAWATI BELDAR,F,SC,35,SP,42085,3,187847,364495,SANT PRASAD,BJP,RUPAWATI BELDARKhajani ,RupawatiKHAJANI ,Rupawati,KHAJANI ,SP,0,8th Pass,10411000,NA,PARVEZ KHANMirzapur,Parvej KhanMIRZAPUR
Ghazipur,Ghazipur,GEN,RUDRA DATT TIWARI,M,GEN,52,CPI,1137,6,213646,338759,VIJAY KUMAR MISHRA,SP,RUDRA DATT TIWARIGhazipur,Rudra Datt TiwariGHAZIPUR,Rudra Datt Tiwari,GHAZIPUR,CPI,0,Graduate,687414,NA,,
Bijnor,Bijnor,GEN,RUCHI VIRA,F,GEN,55,SP,78267,2,245908,363181,KUNVAR BHARATENDRA,BJP,RUCHI VIRABijnor,Ruchi ViraBIJNOR,Ruchi Vira,BIJNOR,SP,0,Graduate,145052196,NA,,
Ghaziabad,Muradnagar,GEN,ROTASH SINGH CHAUHAN,M,GEN,41,NYP,147,14,253548,419254,WAHAB,BSP,ROTASH SINGH CHAUHANMuradnagar,Rotash Singh ChauhanMURADNAGAR,Rotash Singh Chauhan,MURADNAGAR,National Youth Party,0,8th Pass,1782000,NA,,
Shahjahanpur,Tilhar,GEN,ROSHAN LAL VERMA,M,GEN,52,BJP,81770,1,204249,330669,ROSHAN LAL VERMA,BSP,ROSHAN LAL VERMATilhar,Roshan Lal VermaTILHAR,Roshan Lal Verma,TILHAR,BJP,1,8th Pass,24983350,1,,
Shahjahanpur,Dadraul,GEN,ROOPA,F,GEN,53,CPI,2387,4,216568,330219,RAMMURTI SINGH VERMA,SP,ROOPADadraul,RoopaDADRAUL,Roopa,DADRAUL,CPI,0,10th Pass,1978440,NA,,
Bulandsahar,Bulandshahr,GEN,ROOP GIRI,M,GEN,59,RKMP,363,8,245233,381340,MOHD. ALEEM KHAN,BSP,ROOP GIRIBulandshahr,Roop GiriBULANDSHAHR,Roop Giri,BULANDSHAHR,Rashtriya Kisan Majdoor Party,0,Graduate,5851088,NA,,
Amethi,Tiloi,GEN,ROHIT,M,GEN,31,LSPS,527,13,195791,339401,DR. MOHD. MUSLIM,INC,ROHITTiloi,RohitTILOI,Rohit,TILOI,Lok Shahi Party (Secular),0,Graduate Professional,2457000,NA,,
Agra,Agra South,GEN,ROHIT SINGH DHAKAD,M,GEN,35,BLSP,177,20,217256,348912,YOGENDRA UPADHYAYA,BJP,ROHIT SINGH DHAKADAgra South,Rohit Singh DhakadAGRA SOUTH,Rohit Singh Dhakad,AGRA SOUTH,Rashtriya Lok Samta Party,1,8th Pass,1850000,1,,
Mirzapur,Majhawan,GEN,ROHIT SHUKLA,M,GEN,29,SP,44212,3,240274,376709,RAMESH CHAND,BSP,ROHIT SHUKLAMajhawan,Rohit ShuklaMAJHAWAN,Rohit Shukla,MAJHAWAN,SP,2,Post Graduate,4575958,1,,
Ghazipur,Saidpur ,SC,ROHIT KUMAR,M,SC,25,JRPa,343,10,213275,356182,SUBHASH,SP,ROHIT KUMARSaidpur ,Rohit KumarSAIDPUR ,Rohit Kumar,SAIDPUR ,Janta Raj Party,0,10th Pass,25000,NA,,
Ballia,Bairia,GEN,ROHIT KUMAR SINGH,M,GEN,65,POOPEP,288,17,162106,342434,JAI PRAKASH ANCHAL,SP,ROHIT KUMAR SINGHBairia,Rohit Kumar SinghBAIRIA,Rohit Kumar Singh,BAIRIA,Poorvanchal Peoples Party,0,Graduate,3931826,NA,,
Lucknow,Lucknow East,GEN,ROHIT AGARWAL,M,GEN,31,RLD,921,5,228115,422793,KALRAJ MISHRA,BJP,ROHIT AGARWALLucknow East,Rohit AgarwalLUCKNOW EAST,Rohit Agarwal,LUCKNOW EAST,RLD,0,Post Graduate,26048998,NA,,
Sultanpur,Isauli,GEN,RIZWAN,M,GEN,43,AIPJSP,547,13,192136,339883,ABRAR AHMAD,SP,RIZWANIsauli,RizwanISAULI,Rizwan,ISAULI,All India Pichhada Jan Samaj Party,0,Post Graduate,1202000,NA,,
Shahjahanpur,Dadraul,GEN,RIZWAN ALI,M,GEN,51,BSP,50762,3,216568,330219,RAMMURTI SINGH VERMA,SP,RIZWAN ALIDadraul,Rizwan AliDADRAUL,Rizwan Ali,DADRAUL,BSP,0,Graduate,13915143,NA,,
Budaun,Bilsi,GEN,RIZWAN ALI,M,GEN,40,JAM,1846,5,196042,334037,MUSARRAT ALI BITTAN,BSP,RIZWAN ALIBilsi,Rizwan AliBILSI,Rizwan Ali,BILSI,Jan Adhikar Manch,0,8th Pass,2213023,NA,,
