DIST_NAME,AC_NAME,AC_TYPE,Name,Gender,Caste,Age,Party,Votes,POSITION,Polled,Electors,MLA.12,Party.12,,Match,cand,const,party,Criminal Case ,Education ,Total Assets,ser,ABBAS AHAMADMariyahu,Abbas AhmadMARIYAHU
Lucknow,Lucknow Central,GEN,ANJU VISHWAKARMA,F,GEN,33,MaSPa,104,17,195036,366952,RAVIDAS MEHROTRA,SP,ANJU VISHWAKARMALucknow Central,Anju VishwakarmaLUCKNOW CENTRAL,Anju Vishwakarma,LUCKNOW CENTRAL,Mahila Swabhiman Party,0,Post Graduate,26000,NA,,
Hapur,Hapur ,SC,ANJU URF MUSKAAN,F,SC,32,RLD,5317,4,222673,345001,GAJRAJ SINGH,INC,ANJU URF MUSKAANHapur ,Anju Urf MuskanHAPUR,Anju Urf Muskan,HAPUR,RLD,0,12th Pass,4254513,NA,MANI RAMKaimganj ,ManiramKAIMGANJ 
Saharanpur,Rampur Maniharan ,SC,ANJU BALA,F,SC,32,BHATARSP,391,10,218927,297983,RAVINDER KUMAR MOLHU,BSP,ANJU BALARampur Maniharan ,Anju BalaRAMPUR MANIHARAN,Anju Bala,RAMPUR MANIHARAN,Bhartiya Tarak Samaj Party,0,Post Graduate,1202996,NA,SUNEEL VERMALaharpur,Sunil KumarLAHARPUR
Jalaun,Kalpi,GEN,ANJANI,M,SC,37,SWAJANPA,803,11,229436,377554,UMAKANTI,INC,ANJANIKalpi,AnjaniKALPI,Anjani,KALPI,Swatantra Jantaraj Party,0,8th Pass,6599000,NA,,
Jaunpur,Badlapur,GEN,ANJANA SINGH,F,GEN,35,RASHVIP,368,12,190673,312911,OM PRAKASH 'BABA' DUBEY,SP,ANJANA SINGHBadlapur,AnjanaBADLAPUR,Anjana,BADLAPUR,Rashtriya Shahri Vikas Party,0,10th Pass,65000,NA,AZIMULLAH ALIAS GUDDUFazilnagar,AjimullahFAZILNAGAR
Agra,Agra South,GEN,ANJALI BHARGAVA,F,GEN,43,MAHISAP,559,7,217256,348912,YOGENDRA UPADHYAYA,BJP,ANJALI BHARGAVAAgra South,Anjali BhargavAGRA SOUTH,Anjali Bhargav,AGRA SOUTH,Mahila Sashaktikaran Party,0,8th Pass,403300,NA,AIJAZ AHMADNautanwa,Aijaj AhmadNAUTANWA
Rae Bareli,Rae Bareli,GEN,ANITA SRIVASTAVA,F,GEN,40,BJP,28821,3,207443,351324,AKHILESH KUMAR SINGH,PECP,ANITA SRIVASTAVARae Bareli,Anita SrivastavaRAE BARELI,Anita Srivastava,RAE BARELI,BJP,0,Graduate Professional,10989569,NA,,
Bulandsahar,Debai,GEN,DR. ANITA LODHI RAJPUT,F,GEN,45,BJP,111807,1,209824,333390,SHRI BHAGWAN SHARMA,SP,DR. ANITA LODHI RAJPUTDebai,Anita Singh RajputDEBAI,Anita Singh Rajput,DEBAI,BJP,0,Doctorate,8286500,NA,HAVALDAR YADAVShivpur,HavaldarSHIVPUR
Baghpat,Baraut,GEN,ANISH,M,GEN,38,IEMC,537,6,185195,288052,LOKESH DIXIT,BSP,ANISHBaraut,AnishBARAUT,Anish,BARAUT,Ittehad-E-Millait Council,3,10th Pass,130000,1,,
Shahjahanpur,Tilhar,GEN,ANISH KUMAR SINGH,M,GEN,35,BHIP,1225,8,204249,330669,ROSHAN LAL VERMA,BSP,ANISH KUMAR SINGHTilhar,Anish Kumar SinghTILHAR,Anish Kumar Singh,TILHAR,Bhartiya Imaandar Party,0,Graduate,20155000,NA,,
PILIBHIT,Bisalpur,GEN,ANIS AHMAD KHAN ALIAS PHOOLBABU,M,GEN,51,INC,62502,2,223221,348282,AGYS RAMSARAN VERMA,BJP,ANIS AHMAD KHAN ALIAS PHOOLBABUBisalpur,Anis Ahmad KhanBISALPUR,Anis Ahmad Khan,BISALPUR,INC,0,Graduate,32727482,NA,FAUJDAR PRASADMuhammadabad- Gohna (SC),FaujdarMUHAMMADABAD-GOHNA 
Azamgarh,Gopalpur,GEN,ANIRUDDHA RAM PASI,M,GEN,54,ASSP,742,7,189852,335970,WASEEM AHMAD,SP,ANIRUDDHA RAM PASIGopalpur,AnirudhchandramohanGOPALPUR,Anirudhchandramohan,GOPALPUR,Asankhya Samaj Party,0,8th Pass,106096,NA,KUMARI KUNJAWATIRudrapur,Km. KunjawatiRUDRAPUR
Barabanki,Dariyabad,GEN,ANIRUDH DAYAL CHAUDHARY,M,GEN,44,RPI(A),885,10,254585,387493,RAJEEV KUMAR SINGH,SP,ANIRUDH DAYAL CHAUDHARYDariyabad,Anirudh Dayal ChaudharyDARIYABAD,Anirudh Dayal Chaudhary,DARIYABAD,RPI(A),0,12th Pass,7616041,NA,,
Unnao,Purwa,GEN,ANIL SINGH,M,GEN,35,BSP,97567,1,244970,390082,UDAY RAJ,SP,ANIL SINGHPurwa,AnilSHIVPUR,Anil,SHIVPUR,BJP,2,Post Graduate,3595693,1,SRINIVASBhojpur,ShrinivasBHOJPUR
Gorakhpur,Pipraich,GEN,ANIL,M,GEN,32,NCP,544,14,246019,386459,RAJMATI,SP,ANILPipraich,AnilPIPRAICH,Anil,PIPRAICH,NCP,0,Not Given,201599,NA,,
Kushinagar,Hata,GEN,ANIL,M,SC,51,RLD,1328,7,208351,352915,RADHESHYAM,SP,ANILHata,AnilHATA,Anil,HATA,RLD,0,12th Pass,761500,NA,,
Pratapgarh,Raniganj,GEN,ANIL YADAV,M,GEN,54,SARSAMP,1379,6,177301,315821,PRO. SHIVAKANT OJHA,SP,ANIL YADAVRaniganj,Anil YadavRANIGANJ,Anil Yadav,RANIGANJ,Sarv Sambhaav Party,0,Graduate Professional,475000,NA,,
Varanasi,Varanasi Cantt.,GEN,ANIL SRIVASTAVA,M,GEN,60,INC,71283,2,227611,412316,JYOTSANA SRIVASTAVA,BJP,ANIL SRIVASTAVAVaranasi Cantt.,Anil SrivastavVARANASI CANTT.,Anil Srivastav,VARANASI CANTT.,INC,6,Post Graduate,50973488,1,,
Siddharthnagar,Shohratgarh,GEN,ANIL SINGH,M,GEN,57,INC,4148,6,186742,342644,LALMUNNI  SINGH,SP,ANIL SINGHShohratgarh,Anil SinghSHOHRATGARH,Anil Singh,SHOHRATGARH,INC,0,12th Pass,49960000,NA,,
Aligarh,Khair ,SC,ANIL PRATAP SINGH,M,SC,39,BSRD,713,7,232983,375522,BHAGWATI PRASAD,RLD,ANIL PRATAP SINGHKhair ,Anil Pratap SinghKHAIR ,Anil Pratap Singh,KHAIR ,Bharatiya Subhash Sena,0,12th Pass,895000,NA,,
Aligarh,Koil,GEN,ANIL PARASHAR,M,GEN,46,BJP,93814,1,228600,363057,ZAMEER ULLAH KHAN,SP,ANIL PARASHARKoil,Anil ParasharKOIL,Anil Parashar,KOIL,BJP,1,Graduate Professional,49460030,NA,,
Ambedkar Nagar,Tanda,GEN,ANIL MISHRA,M,GEN,40,SHS,1043,6,205727,305077,AZIMULHAQUE PAHLWAN,SP,ANIL MISHRATanda,Anil KumarTANDA,Anil Kumar,TANDA,SHS,0,Graduate,145000,NA,,
Bulandsahar,Shikarpur,GEN,ANIL KUMAR,M,GEN,53,BJP,101912,1,202812,310888,MUKESH SHARMA,SP,ANIL KUMARShikarpur,Anil KumarSHIKARPUR,Anil Kumar,SHIKARPUR,BJP,1,12th Pass,142934330,NA,,
Hardoi,Sawaijpur,GEN,ANIL KUMAR,M,SC,41,BMUP,627,11,231885,384720,RAJANI TIWARI,BSP,ANIL KUMARSawaijpur,Anil KumarSAWAYAZPUR,Anil Kumar,SAWAYAZPUR,Bahujan Mukti Party,0,Graduate Professional,1228000,NA,VIPIN KUMAR DAVIDEtah,Vipin KumarETAH
Budaun,Sahaswan,GEN,ANIL KUMAR,M,GEN,41,RLD,2117,6,240875,398634,OMKAR SINGH,SP,ANIL KUMARSahaswan,Anil KumarSAHASWAN,Anil Kumar,SAHASWAN,RLD,0,12th Pass,980000,NA,,
Muzaffarnagar,Purqazi ,SC,ANIL KUMAR,M,SC,52,BMUP,579,8,204336,313968,ANIL KUMAR,BSP,ANIL KUMARPurqazi ,Anil KumarPURQAZI ,Anil Kumar,PURQAZI ,Bahujan Mukti Party,0,Graduate Professional,5689600,NA,,
Muzaffarnagar,Purqazi ,SC,ANIL KUMAR,M,SC,42,BSP,46401,3,204336,313968,ANIL KUMAR,BSP,ANIL KUMARPurqazi ,Anil KumarPURQAZI ,Anil Kumar,PURQAZI ,Bahujan Mukti Party,0,Graduate Professional,5689600,NA,,
Jaunpur,Machhlishahr S.C.,SC,ANIL KUMAR,M,SC,38,RSPS,960,9,208351,365147,JAGDISH SONKAR,SP,ANIL KUMARMachhlishahr S.C.,Anil KumarMACHHLISHAHR ,Anil Kumar,MACHHLISHAHR ,Rashtriya Samaj Paksha,0,Graduate,485000,NA,RAJ KUMAR AGRAWAL URF RAJIASandila,Raj Kumar AgrawalSANDILA
Fatehpur,Khaga,SC,ANIL KUMAR,M,SC,38,BMUP,1798,7,184607,323594,KRISHNA PASWAN,BJP,ANIL KUMARKhaga,Anil KumarKHAGA ,Anil Kumar,KHAGA ,Bahujan Mukti Party,0,12th Pass,241000,NA,PARASNATH YADAVMalhani,Paras Nath YadavMALHANI
Shamli,Kairana,GEN,ANIL KUMAR,M,GEN,54,RLD,19992,3,209165,300659,HUKUM SINGH,BJP,ANIL KUMARKairana,Anil KumarKAIRANA,Anil Kumar,KAIRANA,RLD,0,12th Pass,106949363,NA,,
Rae Bareli,Harchandpur,GEN,ANIL KUMAR,M,SC,34,BMUP,1572,7,185503,303815,SURENDRA VIKRAM SINGH,SP,ANIL KUMARHarchandpur,Anil KumarHARCHANDPUR,Anil Kumar,HARCHANDPUR,Bahujan Mukti Party,0,12th Pass,41350,NA,,
Faizabad,Bikapur,GEN,ANIL KUMAR,M,SC,28,AACP,472,11,222961,361298,MITRASEN YADAV,SP,ANIL KUMARBikapur,Anil KumarBIKAPUR,Anil Kumar,BIKAPUR,Adarshwaadi Congress Party,0,Post Graduate,571052,NA,,
Barabanki,Barabanki,GEN,ANIL KUMAR,M,GEN,42,EKSP,712,8,245324,368026,DHARAM RAJ,SP,ANIL KUMARBarabanki,Anil KumarBARABANKI,Anil Kumar,BARABANKI,Eklavya Samaj Party,0,Others,6933950,NA,,
Sitapur,Laharpur,GEN,ANIL KUMAR VERMA,M,GEN,52,INC,67102,3,229555,339731,MO. JASMIR ANSARI,BSP,ANIL KUMAR VERMALaharpur,Anil Kumar VermaLAHARPUR,Anil Kumar Verma,LAHARPUR,INC,1,Graduate,14882633,1,,
Sant Kabir Nagar,Menhdawal,GEN,ANIL KUMAR TRIPATHI,M,GEN,51,BSP,44062,2,224827,438464,LAXMIKANT,SP,ANIL KUMAR TRIPATHIMenhdawal,Anil Kumar TripathiMENHDAWAL,Anil Kumar Tripathi,MENHDAWAL,BSP,15,Others,76838606,1,,
Shahjahanpur,Shahjahanpur,GEN,ANIL KUMAR SINGH,M,GEN,50,LD,782,7,206051,359008,SURESH KUMAR KHANNA,BJP,ANIL KUMAR SINGHShahjahanpur,Anil Kumar SinghSHAHJAHANPUR,Anil Kumar Singh,SHAHJAHANPUR,Lok Dal,0,10th Pass,14827000,NA,,
Jaunpur,Badlapur,GEN,ANIL KUMAR SINGH,M,GEN,41,HuSP,778,10,190673,312911,OM PRAKASH 'BABA' DUBEY,SP,ANIL KUMAR SINGHBadlapur,Anil Kumar SinghPURWA,Anil Kumar Singh,PURWA,BSP,0,12th Pass,103774844,NA,AYODHYA PRASAD  ADIVASI KOLBara ,Ayodhya PrasadBARA 
Sonbhadra,Duddhi ,ST,ANIL KUMAR SINGH,M,ST,33,INC,46090,3,196609,308054,RUBI PRASAD,IND,ANIL KUMAR SINGHDuddhi ,Anil Kumar SinghDUDDHI ,Anil Kumar Singh,DUDDHI ,INC,0,12th Pass,800000,NA,,
Allahabad,Phulpur,GEN,ANIL KUMAR SHUKLA,M,GEN,41,AYP,782,11,224019,380837,SAYEED AHAMAD,SP,ANIL KUMAR SHUKLAPhulpur,Anil Kumar ShuklaPHULPUR,Anil Kumar Shukla,PHULPUR,Ambedkar Yug Party,0,10th Pass,2502500,NA,,
Sonbhadra,Ghorawal,GEN,ANIL KUMAR MAURYA,M,GEN,47,BJP,114305,1,239063,366165,RAMESH CHANDRA,SP,ANIL KUMAR MAURYAGhorawal,Anil Kumar MauryaGHORAWAL,Anil Kumar Maurya,GHORAWAL,BJP,0,Doctorate,73647495,NA,,
Kannauj,Kannauj ,SC,ANIL KUMAR DOHARE,M,SC,55,SP,99635,1,248073,385545,ANIL KUMAR DOHRE,SP,ANIL KUMAR DOHAREKannauj ,Anil Kumar DohareKANNAUJ ,Anil Kumar Dohare,KANNAUJ ,SP,0,Graduate Professional,20247603,NA,,
Hamirpur,Rath ,SC,ANIL KUMAR AHIRWAR,M,SC,48,BSP,38710,3,242039,383217,GAYADEEN ANURAGI,INC,ANIL KUMAR AHIRWARRath ,Anil Kumar AhirwarRATH ,Anil Kumar Ahirwar,RATH ,BSP,1,Post Graduate,42759021,1,,
Chandauli,Chakia ,SC,ANIL ALIAS ANIL PASWAN,M,SC,36,CPI(ML)(L),1447,6,234616,365218,POONAM,SP,ANIL ALIAS ANIL PASWANChakia ,Anil Alias Anil PaswanCHAKIA ,Anil Alias Anil Paswan,CHAKIA ,CPI(ML)(L),0,Graduate,18870,NA,,
Ghazipur,Ghazipur,GEN,ANGAD,M,GEN,29,MAHAD,337,11,213646,338759,VIJAY KUMAR MISHRA,SP,ANGADGhazipur,AngadGHAZIPUR,Angad,GHAZIPUR,Mahakranti Dal,0,Post Graduate,947000,NA,,
Sultanpur,Kadipur ,SC,ANGAD KUMAR,M,SC,36,INC,32042,3,210645,358264,RAMCHANDRA CHAUDHARY,SP,ANGAD KUMARKadipur ,Angad KumarKADIPUR ,Angad Kumar,KADIPUR ,INC,0,Doctorate,7535005,NA,,
Budaun,Shekhupur,GEN,ANESH PAL,M,GEN,36,PECP,899,8,235942,377662,ASHISH YADAV,SP,ANESH PALShekhupur,Anesh PalSHEKHUPUR,Anesh Pal,SHEKHUPUR,Peace Party,0,10th Pass,740000,NA,,
Ambedkar Nagar,Alapur ,SC,ANEETA,F,SC,31,BJP,72366,1,197802,323508,BHEEM PRASAD SONKAR,SP,ANEETAAlapur ,AneetaALAPUR ,Aneeta,ALAPUR ,BJP,0,Post Graduate,1037549,NA,,
Moradabad,Kanth,GEN,ANEESURREHMAN,M,GEN,54,SP,73959,2,253117,355629,ANEESURREHMAN,PECP,ANEESURREHMANKanth,AneesurrehmanKANTH,Aneesurrehman,KANTH,SP,0,Graduate Professional,15082505,NA,,
Azamgarh,Atrauliya,GEN,ANANT PRASAD,M,SC,43,BMUP,377,10,211237,359276,DR.SANGRAM YADAV,SP,ANANT PRASADAtrauliya,Ananta PrasadATRAULIYA,Ananta Prasad,ATRAULIYA,Bahujan Mukti Party,0,Post Graduate,747000,NA,ARADHANAMehroni ,Smt. AradhanaMEHRONI 
Ballia,Ballia Nagar,GEN,ANAND,M,GEN,40,BJP,92889,1,186120,358157,NARAD RAI,SP,ANANDBallia Nagar,AnandBALLIA NAGAR,Anand,BALLIA NAGAR,BJP,2,Post Graduate,1081596,1,,
Gorakhpur,Caimpiyarganj,GEN,ANANDA NISHAD,M,GEN,41,BSP,39243,3,216712,364225,FATEH BAHADUR,NCP,ANANDA NISHADCaimpiyarganj,AnandasvarupCAIMPIYARGANJ,Anandasvarup,CAIMPIYARGANJ,BSP,5,10th Pass,1132327,1,GAURI SHANKER SUT PAL ALIAS AMARPAL SINGHBasti Sadar,Sri Gauri Shanker SutpalBASTI SADAR
Siddharthnagar,Itwa,GEN,ANAND SWAROOP URF BABBU MISHRA,M,GEN,41,RLD,1264,6,161205,321638,MATA PRASAD PANDEY,SP,ANAND SWAROOP URF BABBU MISHRAItwa,Anand Swaroop Urf Babbu MishraITWA,Anand Swaroop Urf Babbu Mishra,ITWA,RLD,0,Graduate,3198181,NA,,
Faizabad,Bikapur,GEN,ANAND SEN,M,GEN,53,SP,67422,2,222961,361298,MITRASEN YADAV,SP,ANAND SENBikapur,Anand SenBIKAPUR,Anand Sen,BIKAPUR,SP,2,12th Pass,44753183,1,,
Deoria,Rampur Karkhana,GEN,ANAND PRAKASH,M,GEN,42,CPI,2454,5,192384,328341,CHOUDHARI FASIHA BASHIR ALIAS GAJALA LARI,SP,ANAND PRAKASHRampur Karkhana,Anand PrakashRAMPUR KARKHANA,Anand Prakash,RAMPUR KARKHANA,CPI,0,Post Graduate,1347572,NA,,
Deoria,Rampur Karkhana,GEN,ANAND PRAKASH SHAHI,M,GEN,32,SARSAMP,746,12,192384,328341,CHOUDHARI FASIHA BASHIR ALIAS GAJALA LARI,SP,ANAND PRAKASH SHAHIRampur Karkhana,Anand Prakash ShahiRAMPUR KARKHANA,Anand Prakash Shahi,RAMPUR KARKHANA,Sarv Sambhaav Party,0,Graduate,251436,NA,,
Mau,Madhuban,GEN,ANAND KUMAR PANDEY,M,GEN,41,RsJnP,438,16,214283,377976,UMESH PANDEY,BSP,ANAND KUMAR PANDEYMadhuban,Anand KumarMADHUBAN,Anand Kumar,MADHUBAN,Rashtravyapi Janta Party,0,12th Pass,2323000,NA,RAJENDRA KUMAR GUPTVaranasi North,Rajendra Kumar GuptaVARANASI NORTH
Kanpur Dehat,Akbarpur - Raniya,GEN,ANAND AWASTHI,M,GEN,30,BSCP,790,10,203275,308135,RAMSWAROOP SINGH,SP,ANAND AWASTHIAkbarpur - Raniya,Anand AwasthiAKBARPUR-RANIYA,Anand Awasthi,AKBARPUR-RANIYA,Bhartiya Shakti Chetna Party,0,Graduate,2140000,NA,AMAR SINGH (FAUJI)Garautha,Amar SinghGARAUTHA
Mirzapur,Mirzapur,GEN,AMRESH,M,SC,32,BCB,1135,9,225305,385084,KAILASH NATH CHAURASIYA,SP,AMRESHMirzapur,AmreshMIRZAPUR,Amresh,MIRZAPUR,Bharatiya Chhatrasangh Bharat,0,Graduate Professional,430000,NA,,
Mau,Madhuban,GEN,AMRESH CHAND,M,GEN,60,INC,56823,2,214283,377976,UMESH PANDEY,BSP,AMRESH CHANDMadhuban,Amresh ChandMADHUBAN,Amresh Chand,MADHUBAN,INC,0,Post Graduate,2190611,NA,,
Gorakhpur,Gorakhpur Urban,GEN,AMRENDRA,M,GEN,38,GGP,269,19,219439,429226,DR RADHA MOHAN DAS AGARWAL,BJP,AMRENDRAGorakhpur Urban,AmrendraGORAKHPUR URBAN,Amrendra,GORAKHPUR URBAN,Gondvana Gantantra Party,0,12th Pass,244500,NA,,
Gorakhpur,Pipraich,GEN,AMRENDRA NISHAD,M,GEN,27,SP,51031,3,246019,386459,RAJMATI,SP,AMRENDRA NISHADPipraich,Amrendra NishadPIPRAICH,Amrendra Nishad,PIPRAICH,SP,0,Graduate,13853893,NA,,
Saharanpur,Saharanpur  ,GEN,AMJAD ALI,M,GEN,33,LD,774,7,237475,317413,JAGPAL,BSP,AMJAD ALISaharanpur  ,AmjadSAHARANPUR,Amjad,SAHARANPUR,Lok Dal,0,8th Pass,452000,NA,VIJAY PRATAP KUSHWAHAKhadda,Vijay PratapKHADDA
Banda,Banda,GEN,AMIT,M,SC,36,SHS,434,18,182409,304204,VIVEK KUMAR SINGH,INC,AMITBanda,AmitBANDA,Amit,BANDA,SHS,0,Graduate,2383219,NA,,
Allahabad,Allahabad North,GEN,AMIT SRIVASTAVA,M,GEN,37,BSP,23388,3,173332,413478,ANUGRAH NARAYAN SINGH,INC,AMIT SRIVASTAVAAllahabad North,AmitALLAHABAD NORTH,Amit,ALLAHABAD NORTH,BSP,0,Graduate,54746500,NA,ANANDA NISHADCaimpiyarganj,AnandasvarupCAIMPIYARGANJ
Kanpur Nagar,Arya Nagar,GEN,AMITABH BAJPAI,M,GEN,43,SP,70993,1,147544,279098,SALIL VISHNOI,BJP,AMITABH BAJPAIArya Nagar,Amitabh BajpaiARYA NAGAR,Amitabh Bajpai,ARYA NAGAR,SP,0,Post Graduate,26090438,NA,,
Muzaffarnagar,Charthawal,GEN,AMITA SINGH,F,GEN,59,LD,549,7,206982,314338,NOOR SALEEM RANA,BSP,AMITA SINGHCharthawal,Amita SinghCHARTHAWAL,Amita Singh,CHARTHAWAL,Lok Dal,0,Others,10003000,NA,,
Chitrakoot,Chitrakoot,GEN,AMIT YADAV,M,GEN,46,CPI,3378,5,221230,356631,VEER SINGH,SP,AMIT YADAVChitrakoot,Amit YadavCHITRAKOOT,Amit Yadav,CHITRAKOOT,CPI,3,Graduate Professional,1477000,1,,
Sitapur,Maholi,GEN,AMIT SINGH,M,GEN,32,BSRD,1482,7,241722,351909,ANOOP KUMAR GUPTA,SP,AMIT SINGHMaholi,Amit SinghMAHOLI,Amit Singh,MAHOLI,Bharatiya Subhash Sena,0,Graduate,323000,NA,,
Lucknow,Lucknow Central,GEN,AMIT SINGH AKA ANNA,M,GEN,32,RAJAP,252,10,195036,366952,RAVIDAS MEHROTRA,SP,AMIT SINGH AKA ANNALucknow Central,Amit Singh Urf AnnaLUCKNOW CENTRAL,Amit Singh Urf Anna,LUCKNOW CENTRAL,Rashtriya Janadhar Party,0,Post Graduate,146000,NA,RAFIQ ANSARIMeerut  ,Rafiq AnsariMEERUT
Meerut,Meerut  ,GEN,AMIT SHARMA,M,GEN,37,HND,275,11,195526,302214,DR. LAXMIKANT BAJPAI,BJP,AMIT SHARMAMeerut  ,Amit SharmaMEERUT,Amit Sharma,MEERUT,Hindusthan Nirman Dal,3,8th Pass,54000,1,RAMA ISHVAR KURMIPathardeva,Rama IshvarPATHARDEVA
Shahjahanpur,Jalalabad,GEN,AMIT PRIYADARSHI RAJPUT,M,GEN,31,RLD,1306,5,169248,194511,NEERAJ KUSHAWAHA,BSP,AMIT PRIYADARSHI RAJPUTJalalabad,Amit Priyadarshi RajputJALALABAD,Amit Priyadarshi Rajput,JALALABAD,RLD,0,Graduate Professional,430000,NA,,
Faizabad,Goshainganj,GEN,DR. AMIT PATEL,M,GEN,35,BMUP,1278,7,227428,376167,ABHAY SINGH,SP,DR. AMIT PATELGoshainganj,Amit PatelGOSHAINGANJ,Amit Patel,GOSHAINGANJ,Bahujan Mukti Party,3,Graduate Professional,1360986,1,M.SO. RAJANRobertsganj,M.S. RajanROBERTSGANJ
Rae Bareli,Salon ,SC,AMIT KUMAR,M,SC,27,MwSP,1884,6,193058,339963,ASHAKISHORE,SP,AMIT KUMARSalon ,Amit KumarSALON ,Amit Kumar,SALON ,Manavtawadi Samaj Party,0,12th Pass,74454,NA,,
Sitapur,Hargaon ,SC,AMIT KUMAR,M,SC,32,SARSAMP,2700,4,221281,310182,RAMHET BHARTI,BSP,AMIT KUMARHargaon ,Amit KumarHARGAON ,Amit Kumar,HARGAON ,Sarv Sambhaav Party,0,Graduate,350619,NA,,
Bareilly,Bareilly,GEN,AMIT KHANDELWAL,M,GEN,37,JSEP,346,13,224615,416136,DR. ARUN KUMAR,BJP,AMIT KHANDELWALBareilly,Amit KhandelwalBAREILLY,Amit Khandelwal,BAREILLY,Jan Shakti Ekta Party,0,Post Graduate,325572968,NA,,
Etah,Marhara,GEN,AMIT GAURAV,M,GEN,41,SP,59075,2,191365,296197,AMIT GAURAV,SP,AMIT GAURAVMarhara,Amit GauravMARHARA,Amit Gaurav,MARHARA,SP,0,12th Pass,18847992,NA,,
Allahabad,Allahabad South,GEN,AMIR HBIB ALIAS MUNNA MAJDOOR,M,GEN,39,CPI,583,9,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,AMIR HBIB ALIAS MUNNA MAJDOORAllahabad South,Amir HbibALLAHABAD SOUTH,Amir Hbib,ALLAHABAD SOUTH,CPI,0,12th Pass,39500,NA,ANIL MISHRATanda,AnilNAUTANWA
Amethi,Amethi,GEN,AMEETA SINH,F,GEN,54,INC,20291,4,187822,334587,GAYATRI PRASAD,SP,AMEETA SINHAmethi,Ameeta SinghAMETHI,Ameeta Singh,AMETHI,INC,0,Doctorate,367731633,NA,ANOOP KUMAR GUPTAMaholi,Anup Kumar GuptaMAHOLI
Kanpur Nagar,Govindnagar,GEN,AMBUJ SHIKLA,M,GEN,49,INC,40520,2,185359,349180,SATYADEV PACHAURI,BJP,AMBUJ SHIKLAGovindnagar,Ambuj ShiklaGOVINDNAGAR,Ambuj Shikla,GOVINDNAGAR,INC,1,Post Graduate,8368000,NA,,
Lucknow,Mohanlalganj ,SC,AMBRISH SINGH PUSHKAR,M,SC,42,SP,71574,1,222590,341177,CHANDRA RAWAT,SP,AMBRISH SINGH PUSHKARMohanlalganj ,Ambrish Singh PushkarMOHANLALGANJ ,Ambrish Singh Pushkar,MOHANLALGANJ ,SP,0,Graduate Professional,66085956,NA,,
Ballia,Phephana,GEN,AMBIKA CHOUDHARY,M,GEN,66,BSP,52691,2,178708,314893,UPENDRA TIWARI,BJP,AMBIKA CHOUDHARYPhephana,AmbikaPHEPHANA,Ambika,PHEPHANA,BSP,0,Graduate Professional,141134466,NA,SHIVKUMARI DEVIPadrauna,ShivkumariPADRAUNA
Gonda,Mehnaun,GEN,AMBIKA DUTT VERMA,M,GEN,53,RLD,1532,9,206978,356065,NANDITA SHUKLA,SP,AMBIKA DUTT VERMAMehnaun,Ambika Dutt VermaMEHNAUN,Ambika Dutt Verma,MEHNAUN,RLD,0,8th Pass,5533163,NA,,
Ghaziabad,Sahibabad,GEN,AMARPAL,M,GEN,49,INC,112056,2,425873,865641,AMARPAL,BSP,AMARPALSahibabad,AmarpalSAHIBABAD,Amarpal,SAHIBABAD,INC,0,12th Pass,242448764,NA,,
Deoria,Bhatpar Rani,GEN,AMARNATH,M,ST,43,CPI(ML)(L),580,13,181490,315706,KAMESHWAR,SP,AMARNATHBhatpar Rani,AmarnathBHATPAR RANI,Amarnath,BHATPAR RANI,CPI(ML)(L),0,12th Pass,444312,NA,,
Sitapur,Sevata,GEN,AMARJEET SINGH,M,GEN,28,RViP,2470,6,214321,296486,MAHENDRA  KUMAR SINGH,SP,AMARJEET SINGHSevata,Amarjeet SinghSEVATA,Amarjeet Singh,SEVATA,Rashtriya Vikalp Party,0,Post Graduate,41000,NA,,
Budaun,Badaun,GEN,AMARJEET SINGH,M,GEN,29,BHABHAPA,699,9,212751,353550,ABID RAZA KHAN,SP,AMARJEET SINGHBadaun,Amarjeet SinghBADAUN,Amarjeet Singh,BADAUN,Bhartiya Bhaichara Party,0,12th Pass,600000,NA,,
Fatehpur,Bindki,GEN,AMARJEET SINGH JANSEWAK,M,GEN,65,LD,1745,6,183975,297115,SUKHADEV PRASAD VERMA,BSP,AMARJEET SINGH JANSEWAKBindki,Amarjeet Singh JansewakBINDKI,Amarjeet Singh Jansewak,BINDKI,Lok Dal,0,Post Graduate,177104567,NA,,
Siddharthnagar,Shohratgarh,GEN,SAMSUDDIN KHAN,M,GEN,35,BAHUMP,1780,10,186742,342644,LALMUNNI  SINGH,SP,SAMSUDDIN KHANShohratgarh,Amar SinghSHOHRATGARH,Amar Singh,SHOHRATGARH,Apna Dal (Soneylal),1,12th Pass,23256353,1,,
Barabanki,Ram Nagar,GEN,AMAR SINGH,M,GEN,36,RsJnP,944,10,223077,326186,ARVIND KUMAR SINGH 'GOP',SP,AMAR SINGHRam Nagar,Amar SinghRAM NAGAR,Amar Singh,RAM NAGAR,Rashtravyapi Janta Party,0,Graduate,100000,NA,,
Barabanki,Kursi,GEN,AMAR SINGH,M,GEN,65,RLD,2445,6,262790,374654,FAREED MAHFOOJ KIDWAI,SP,AMAR SINGHKursi,Amar SinghKURSI,Amar Singh,KURSI,RLD,0,10th Pass,31047742,NA,,
